,Date,Status,X,Y,Z,Source,Time,SessionTime,Driver,DriverNumber
13706,2024-07-20 14:45:52.556,OnTrack,-2201.0,670.0,2380.0,pos,0 days 01:00:31.837000,0 days 01:00:31.837000,PIA,81
13707,2024-07-20 14:45:52.897,OnTrack,-2201.0,670.0,2380.0,pos,0 days 01:00:32.178000,0 days 01:00:32.178000,PIA,81
13708,2024-07-20 14:45:53.096,OnTrack,-2201.0,670.0,2380.0,pos,0 days 01:00:32.377000,0 days 01:00:32.377000,PIA,81
13709,2024-07-20 14:45:53.497,OnTrack,-2201.0,670.0,2380.0,pos,0 days 01:00:32.778000,0 days 01:00:32.778000,PIA,81
13710,2024-07-20 14:45:53.717,OnTrack,-2201.0,670.0,2380.0,pos,0 days 01:00:32.998000,0 days 01:00:32.998000,PIA,81
13711,2024-07-20 14:45:53.836,OnTrack,-2201.0,670.0,2380.0,pos,0 days 01:00:33.117000,0 days 01:00:33.117000,PIA,81
13712,2024-07-20 14:45:54.076,OnTrack,-2201.0,670.0,2380.0,pos,0 days 01:00:33.357000,0 days 01:00:33.357000,PIA,81
13713,2024-07-20 14:45:54.277,OnTrack,-2201.0,670.0,2380.0,pos,0 days 01:00:33.558000,0 days 01:00:33.558000,PIA,81
13714,2024-07-20 14:45:54.456,OnTrack,-2201.0,670.0,2380.0,pos,0 days 01:00:33.737000,0 days 01:00:33.737000,PIA,81
13715,2024-07-20 14:45:54.676,OnTrack,-2201.0,670.0,2380.0,pos,0 days 01:00:33.957000,0 days 01:00:33.957000,PIA,81
13716,2024-07-20 14:45:54.897,OnTrack,-2201.0,670.0,2380.0,pos,0 days 01:00:34.178000,0 days 01:00:34.178000,PIA,81
13717,2024-07-20 14:45:55.077,OnTrack,-2201.0,670.0,2380.0,pos,0 days 01:00:34.358000,0 days 01:00:34.358000,PIA,81
13718,2024-07-20 14:45:55.417,OnTrack,-2201.0,670.0,2380.0,pos,0 days 01:00:34.698000,0 days 01:00:34.698000,PIA,81
13719,2024-07-20 14:45:55.596,OnTrack,-2201.0,670.0,2380.0,pos,0 days 01:00:34.877000,0 days 01:00:34.877000,PIA,81
13720,2024-07-20 14:45:55.756,OnTrack,-2201.0,670.0,2380.0,pos,0 days 01:00:35.037000,0 days 01:00:35.037000,PIA,81
13721,2024-07-20 14:45:55.976,OnTrack,-2201.0,670.0,2380.0,pos,0 days 01:00:35.257000,0 days 01:00:35.257000,PIA,81
13722,2024-07-20 14:45:56.216,OnTrack,-2201.0,670.0,2380.0,pos,0 days 01:00:35.497000,0 days 01:00:35.497000,PIA,81
13723,2024-07-20 14:45:56.476,OnTrack,-2201.0,670.0,2380.0,pos,0 days 01:00:35.757000,0 days 01:00:35.757000,PIA,81
13724,2024-07-20 14:45:56.856,OnTrack,-2201.0,670.0,2380.0,pos,0 days 01:00:36.137000,0 days 01:00:36.137000,PIA,81
13725,2024-07-20 14:45:57.056,OnTrack,-2201.0,670.0,2380.0,pos,0 days 01:00:36.337000,0 days 01:00:36.337000,PIA,81
13726,2024-07-20 14:45:57.336,OnTrack,-2201.0,670.0,2380.0,pos,0 days 01:00:36.617000,0 days 01:00:36.617000,PIA,81
13727,2024-07-20 14:45:57.576,OnTrack,-2201.0,670.0,2380.0,pos,0 days 01:00:36.857000,0 days 01:00:36.857000,PIA,81
13728,2024-07-20 14:45:57.876,OnTrack,-2201.0,670.0,2380.0,pos,0 days 01:00:37.157000,0 days 01:00:37.157000,PIA,81
13729,2024-07-20 14:45:58.096,OnTrack,-2201.0,670.0,2380.0,pos,0 days 01:00:37.377000,0 days 01:00:37.377000,PIA,81
13730,2024-07-20 14:45:58.296,OnTrack,-2201.0,670.0,2380.0,pos,0 days 01:00:37.577000,0 days 01:00:37.577000,PIA,81
13731,2024-07-20 14:45:58.536,OnTrack,-2201.0,670.0,2380.0,pos,0 days 01:00:37.817000,0 days 01:00:37.817000,PIA,81
13732,2024-07-20 14:45:58.856,OnTrack,-2201.0,670.0,2380.0,pos,0 days 01:00:38.137000,0 days 01:00:38.137000,PIA,81
13733,2024-07-20 14:45:59.176,OnTrack,-2201.0,670.0,2380.0,pos,0 days 01:00:38.457000,0 days 01:00:38.457000,PIA,81
13734,2024-07-20 14:45:59.516,OnTrack,-2201.0,670.0,2380.0,pos,0 days 01:00:38.797000,0 days 01:00:38.797000,PIA,81
13735,2024-07-20 14:45:59.856,OnTrack,-2201.0,670.0,2380.0,pos,0 days 01:00:39.137000,0 days 01:00:39.137000,PIA,81
13736,2024-07-20 14:46:00.076,OnTrack,-2201.0,670.0,2380.0,pos,0 days 01:00:39.357000,0 days 01:00:39.357000,PIA,81
13737,2024-07-20 14:46:00.257,OnTrack,-2201.0,670.0,2380.0,pos,0 days 01:00:39.538000,0 days 01:00:39.538000,PIA,81
13738,2024-07-20 14:46:00.557,OnTrack,-2201.0,670.0,2380.0,pos,0 days 01:00:39.838000,0 days 01:00:39.838000,PIA,81
13739,2024-07-20 14:46:00.857,OnTrack,-2201.0,670.0,2380.0,pos,0 days 01:00:40.138000,0 days 01:00:40.138000,PIA,81
13740,2024-07-20 14:46:01.137,OnTrack,-2201.0,670.0,2380.0,pos,0 days 01:00:40.418000,0 days 01:00:40.418000,PIA,81
13741,2024-07-20 14:46:01.476,OnTrack,-2201.0,670.0,2380.0,pos,0 days 01:00:40.757000,0 days 01:00:40.757000,PIA,81
13742,2024-07-20 14:46:01.736,OnTrack,-2201.0,670.0,2380.0,pos,0 days 01:00:41.017000,0 days 01:00:41.017000,PIA,81
13743,2024-07-20 14:46:01.937,OnTrack,-2201.0,670.0,2380.0,pos,0 days 01:00:41.218000,0 days 01:00:41.218000,PIA,81
13744,2024-07-20 14:46:02.237,OnTrack,-2201.0,670.0,2380.0,pos,0 days 01:00:41.518000,0 days 01:00:41.518000,PIA,81
13745,2024-07-20 14:46:02.416,OnTrack,-2201.0,670.0,2380.0,pos,0 days 01:00:41.697000,0 days 01:00:41.697000,PIA,81
13746,2024-07-20 14:46:02.576,OnTrack,-2201.0,670.0,2380.0,pos,0 days 01:00:41.857000,0 days 01:00:41.857000,PIA,81
13747,2024-07-20 14:46:02.976,OnTrack,-2201.0,670.0,2380.0,pos,0 days 01:00:42.257000,0 days 01:00:42.257000,PIA,81
13748,2024-07-20 14:46:03.236,OnTrack,-2201.0,670.0,2380.0,pos,0 days 01:00:42.517000,0 days 01:00:42.517000,PIA,81
13749,2024-07-20 14:46:03.596,OnTrack,-2201.0,670.0,2380.0,pos,0 days 01:00:42.877000,0 days 01:00:42.877000,PIA,81
13750,2024-07-20 14:46:03.796,OnTrack,-2201.0,670.0,2380.0,pos,0 days 01:00:43.077000,0 days 01:00:43.077000,PIA,81
13751,2024-07-20 14:46:04.076,OnTrack,-2201.0,670.0,2380.0,pos,0 days 01:00:43.357000,0 days 01:00:43.357000,PIA,81
13752,2024-07-20 14:46:04.276,OnTrack,-2201.0,670.0,2380.0,pos,0 days 01:00:43.557000,0 days 01:00:43.557000,PIA,81
13753,2024-07-20 14:46:04.456,OnTrack,-2201.0,670.0,2380.0,pos,0 days 01:00:43.737000,0 days 01:00:43.737000,PIA,81
13754,2024-07-20 14:46:04.776,OnTrack,-2201.0,670.0,2380.0,pos,0 days 01:00:44.057000,0 days 01:00:44.057000,PIA,81
